Date, SV, SVA, REU, PAP, NOU, KOU
2023-02-22 17:12:02, 1, 0, 0, 0, 0
2023-02-22 17:12:02, 1, 0, 0, 0, 0
2023-02-22 17:13:02, 1, 0, 0, 0, 0
2023-02-22 17:13:02, 1, 0, 0, 0, 0
2023-02-22 17:14:02, 1, 0, 0, 0, 0
2023-02-22 17:14:02, 1, 0, 0, 0, 0
2023-02-22 17:15:02, 1, 0, 0, 0, 0
2023-02-22 17:15:02, 1, 0, 0, 0, 0
2023-02-22 17:16:02, 1, 0, 0, 0, 0
2023-02-22 17:16:02, 1, 0, 0, 0, 0
2023-02-22 17:17:02, 1, 0, 0, 0, 0
2023-02-22 17:17:02, 1, 0, 0, 0, 0
2023-02-22 17:18:02, 1, 0, 0, 0, 0
2023-02-22 17:18:02, 1, 0, 0, 0, 0
2023-02-22 17:19:02, 1, 0, 0, 0, 0
2023-02-22 17:19:02, 1, 0, 0, 0, 0
2023-02-22 17:20:02, 1, 0, 0, 0, 0
2023-02-22 17:20:02, 1, 0, 0, 0, 0
2023-02-22 17:21:02, 1, 0, 0, 0, 0
2023-02-22 17:21:02, 1, 0, 0, 0, 0
2023-02-22 17:22:02, 1, 0, 0, 0, 0
2023-02-22 17:22:02, 1, 0, 0, 0, 0
2023-02-22 17:23:02, 1, 0, 0, 0, 0
2023-02-22 17:23:02, 1, 0, 0, 0, 0
2023-02-22 17:24:02, 1, 0, 0, 0, 0
2023-02-22 17:24:02, 1, 0, 0, 0, 0
2023-02-22 17:25:02, 1, 0, 0, 0, 0
2023-02-22 17:25:02, 1, 0, 0, 0, 0
2023-02-22 17:26:02, 1, 0, 0, 0, 0
2023-02-22 17:26:02, 1, 0, 0, 0, 0
2023-02-22 17:27:02, 1, 0, 0, 0, 0
2023-02-22 17:27:02, 1, 0, 0, 0, 0
2023-02-22 17:28:02, 1, 0, 0, 0, 0
2023-02-22 17:28:02, 1, 0, 0, 0, 0
2023-02-22 17:29:02, 1, 0, 0, 0, 0
2023-02-22 17:29:02, 1, 0, 0, 0, 0
2023-02-22 17:30:02, 1, 0, 0, 0, 0
2023-02-22 17:30:02, 1, 0, 0, 0, 0
2023-02-22 17:31:02, 1, 0, 0, 0, 0
2023-02-22 17:31:02, 1, 0, 0, 0, 0
2023-02-22 17:32:02, 1, 0, 0, 0, 0
2023-02-22 17:32:02, 1, 0, 0, 0, 0
2023-02-22 17:33:02, 1, 0, 0, 0, 0
2023-02-22 17:33:02, 1, 0, 0, 0, 0
2023-02-22 17:34:02, 1, 0, 0, 0, 0
2023-02-22 17:34:02, 1, 0, 0, 0, 0
2023-02-22 17:35:02, 1, 0, 0, 0, 0
2023-02-22 17:35:02, 1, 0, 0, 0, 0
2023-02-22 17:36:02, 1, 0, 0, 0, 0
2023-02-22 17:36:02, 1, 0, 0, 0, 0
2023-02-22 17:37:02, 1, 0, 0, 0, 0
2023-02-22 17:37:02, 1, 0, 0, 0, 0
2023-02-22 17:38:02, 1, 0, 0, 0, 0
2023-02-22 17:38:02, 1, 0, 0, 0, 0
2023-02-22 17:39:02, 1, 0, 0, 0, 0
2023-02-22 17:39:02, 1, 0, 0, 0, 0
2023-02-22 17:40:02, 1, 0, 0, 0, 0
2023-02-22 17:40:02, 1, 0, 0, 0, 0
2023-02-22 17:41:02, 1, 0, 0, 0, 0
2023-02-22 17:41:02, 1, 0, 0, 0, 0
