t,sat,gss
3902,1,SVA
3903,1,SVA
3904,1,SVA
3905,1,SVA
3906,1,SVA
3907,1,SVA
3908,1,SVA
3909,1,SVA
3910,1,SVA
3911,1,SVA
3912,1,SVA
3913,1,SVA
3914,1,SVA
3915,1,SVA
3916,1,SVA
3917,1,SVA
3918,1,SVA
3919,1,SVA
3920,1,SVA
3921,1,SVA
3922,1,SVA
3923,1,SVA
3924,1,SVA
3925,1,SVA
3926,1,SVA
3927,1,SVA
3928,1,SVA
3929,1,SVA
3930,1,SVA
3931,1,SVA
3932,1,SVA
3933,1,SVA
3934,1,SVA
3935,1,SVA
3936,1,SVA
3937,1,SVA
3938,1,SVA
3939,1,SVA
3940,1,SVA
3941,1,SVA
3942,1,SVA
3943,1,SVA
3944,1,SVA
3945,1,SVA
3946,1,SVA
3947,1,SVA
3948,1,SVA
3949,1,SVA
3950,1,SVA
3951,1,SVA
3952,1,SVA
3953,1,SVA
3954,1,SVA
3955,1,SVA
3956,1,SVA
3957,1,SVA
3958,1,SVA
3959,1,SVA
3960,1,SVA
3961,1,SVA
3962,1,SVA
3963,1,SVA
3964,1,SVA
3965,1,SVA
3966,1,SVA
3967,1,SVA
3968,1,SVA
3969,1,SVA
3970,1,SVA
3971,1,SVA
3972,1,SVA
3973,1,SVA
3974,1,SVA
3975,1,SVA
3976,1,SVA
3977,1,SVA
3978,1,SVA
3979,1,SVA
3980,1,SVA
3981,1,SVA
3982,1,SVA
3983,1,SVA
3984,1,SVA
3985,1,SVA
3986,1,SVA
3987,1,SVA
3988,1,SVA
3989,1,SVA
3990,1,SVA
3991,1,SVA
3992,1,SVA
3993,1,SVA
3994,1,SVA
3995,1,SVA
3996,1,SVA
3997,1,SVA
3998,1,SVA
3999,1,SVA
4000,1,SVA
4001,1,SVA
4002,1,SVA
4003,1,SVA
4004,1,SVA
4005,1,SVA
4006,1,SVA
4007,1,SVA
4008,1,SVA
4009,1,SVA
4010,1,SVA
4011,1,SVA
4012,1,SVA
4013,1,SVA
4014,1,SVA
4015,1,SVA
4016,1,SVA
4017,1,SVA
4018,1,SVA
4019,1,SVA
4020,1,SVA
4021,1,SVA
4022,1,SVA
4023,1,SVA
4024,1,SVA
4025,1,SVA
4026,1,SVA
4027,1,SVA
4028,1,SVA
4029,1,SVA
4030,1,SVA
4031,1,SVA
4032,1,SVA
4033,1,SVA
4034,1,SVA
4035,1,SVA
4036,1,SVA
4037,1,SVA
4038,1,SVA
4039,1,SVA
4040,1,SVA
4041,1,SVA
4042,1,SVA
4043,1,SVA
4044,1,SVA
4045,1,SVA
4046,1,SVA
4047,1,SVA
4048,1,SVA
4049,1,SVA
4050,1,SVA
4051,1,SVA
4052,1,SVA
4053,1,SVA
4054,1,SVA
4055,1,SVA
4056,1,SVA
4057,1,SVA
4058,1,SVA
4059,1,SVA
4060,1,SVA
4061,1,SVA
4062,1,SVA
4063,1,SVA
4064,1,SVA
4065,1,SVA
4066,1,SVA
4067,1,SVA
4068,1,SVA
4069,1,SVA
4070,1,SVA
4071,1,SVA
4072,1,SVA
4073,1,SVA
4074,1,SVA
4075,1,SVA
4076,1,SVA
4077,1,SVA
4078,1,SVA
4079,1,SVA
4080,1,SVA
4081,1,SVA
4082,1,SVA
4083,1,SVA
4084,1,SVA
4085,1,SVA
4086,1,SVA
4087,1,SVA
4088,1,SVA
4089,1,SVA
4090,1,SVA
4091,1,SVA
4092,1,SVA
4093,1,SVA
4094,1,SVA
4095,1,SVA
4096,1,SVA
4097,1,SVA
4098,1,SVA
4099,1,SVA
4100,1,SVA
4101,1,SVA
4102,1,SVA
4103,1,SVA
4104,1,SVA
4105,1,SVA
4106,1,SVA
4107,1,SVA
4108,1,SVA
4109,1,SVA
4110,1,SVA
4111,1,SVA
4112,1,SVA
4113,1,SVA
4114,1,SVA
4115,1,SVA
4116,1,SVA
4117,1,SVA
4118,1,SVA
4119,1,SVA
4120,1,SVA
4121,1,SVA
4122,1,SVA
4123,1,SVA
4124,1,SVA
4125,1,SVA
4126,1,SVA
4127,1,SVA
4128,1,SVA
4129,1,SVA
4130,1,SVA
4131,1,SVA
4132,1,SVA
4133,1,SVA
4134,1,SVA
4135,1,SVA
4136,1,SVA
4137,1,SVA
4138,1,SVA
4139,1,SVA
4140,1,SVA
4141,1,SVA
4142,1,SVA
4143,1,SVA
4144,1,SVA
4145,1,SVA
4146,1,SVA
4147,1,SVA
4148,1,SVA
4149,1,SVA
4150,1,SVA
4151,1,SVA
4152,1,SVA
4153,1,SVA
4154,1,SVA
4155,1,SVA
4156,1,SVA
4157,1,SVA
4158,1,SVA
4159,1,SVA
4160,1,SVA
4161,1,SVA
4162,1,SVA
4163,1,SVA
4164,1,SVA
4165,1,SVA
4166,1,SVA
4167,1,SVA
4168,1,SVA
4169,1,SVA
4170,1,SVA
4171,1,SVA
4172,1,SVA
4173,1,SVA
4174,1,SVA
5161,1,SVA
5162,1,SVA
5163,1,SVA
5164,1,SVA
5165,1,SVA
5166,1,SVA
5167,1,SVA
5168,1,SVA
5169,1,SVA
5170,1,SVA
5171,1,SVA
5172,1,SVA
5173,1,SVA
5174,1,SVA
5175,1,SVA
5176,1,SVA
5177,1,SVA
5178,1,SVA
5179,1,SVA
5180,1,SVA
5181,1,SVA
5182,1,SVA
5183,1,SVA
5184,1,SVA
5185,1,SVA
5186,1,SVA
5187,1,SVA
5188,1,SVA
5189,1,SVA
5190,1,SVA
5191,1,SVA
5192,1,SVA
5193,1,SVA
5194,1,SVA
5195,1,SVA
5196,1,SVA
5197,1,SVA
5198,1,SVA
5199,1,SVA
5200,1,SVA
5201,1,SVA
5202,1,SVA
5203,1,SVA
5204,1,SVA
5205,1,SVA
5206,1,SVA
5207,1,SVA
5208,1,SVA
5209,1,SVA
5210,1,SVA
5211,1,SVA
5212,1,SVA
5213,1,SVA
5214,1,SVA
5215,1,SVA
5216,1,SVA
5217,1,SVA
5218,1,SVA
5219,1,SVA
5220,1,SVA
5221,1,SVA
5222,1,SVA
5223,1,SVA
5224,1,SVA
5225,1,SVA
5226,1,SVA
5227,1,SVA
5228,1,SVA
5229,1,SVA
5230,1,SVA
5231,1,SVA
5232,1,SVA
5233,1,SVA
5234,1,SVA
5235,1,SVA
5236,1,SVA
5237,1,SVA
5238,1,SVA
5239,1,SVA
5240,1,SVA
5241,1,SVA
5242,1,SVA
5243,1,SVA
5244,1,SVA
5245,1,SVA
5246,1,SVA
5247,1,SVA
5248,1,SVA
5249,1,SVA
5250,1,SVA
5251,1,SVA
5252,1,SVA
5253,1,SVA
5254,1,SVA
5255,1,SVA
5256,1,SVA
5257,1,SVA
5258,1,SVA
5259,1,SVA
5260,1,SVA
5261,1,SVA
5262,1,SVA
5263,1,SVA
5264,1,SVA
5265,1,SVA
5266,1,SVA
5267,1,SVA
5268,1,SVA
5269,1,SVA
5270,1,SVA
5271,1,SVA
5272,1,SVA
5273,1,SVA
5274,1,SVA
5275,1,SVA
5276,1,SVA
5277,1,SVA
5278,1,SVA
5279,1,SVA
5280,1,SVA
5281,1,SVA
5282,1,SVA
5283,1,SVA
5284,1,SVA
5285,1,SVA
5286,1,SVA
5287,1,SVA
5288,1,SVA
5289,1,SVA
5290,1,SVA
5291,1,SVA
5292,1,SVA
5293,1,SVA
5294,1,SVA
5295,1,SVA
5296,1,SVA
5297,1,SVA
5298,1,SVA
5299,1,SVA
5300,1,SVA
5301,1,SVA
5302,1,SVA
5303,1,SVA
5304,1,SVA
5305,1,SVA
5306,1,SVA
5307,1,SVA
5308,1,SVA
5309,1,SVA
5310,1,SVA
5311,1,SVA
5312,1,SVA
5313,1,SVA
5314,1,SVA
5315,1,SVA
5316,1,SVA
5317,1,SVA
5318,1,SVA
5319,1,SVA
5320,1,SVA
5321,1,SVA
5322,1,SVA
5323,1,SVA
5324,1,SVA
5325,1,SVA
5326,1,SVA
5327,1,SVA
5328,1,SVA
5329,1,SVA
5330,1,SVA
5331,1,SVA
5332,1,SVA
5333,1,SVA
5334,1,SVA
5335,1,SVA
5336,1,SVA
5337,1,SVA
5338,1,SVA
5339,1,SVA
5340,1,SVA
5341,1,SVA
5342,1,SVA
5343,1,SVA
5344,1,SVA
5345,1,SVA
5346,1,SVA
5347,1,SVA
5348,1,SVA
5349,1,SVA
5350,1,SVA
5351,1,SVA
5352,1,SVA
5353,1,SVA
5354,1,SVA
5355,1,SVA
5356,1,SVA
5357,1,SVA
5358,1,SVA
5359,1,SVA
5360,1,SVA
5361,1,SVA
5362,1,SVA
5363,1,SVA
5364,1,SVA
5365,1,SVA
5366,1,SVA
5367,1,SVA
5368,1,SVA
5369,1,SVA
5370,1,SVA
5371,1,SVA
5372,1,SVA
5373,1,SVA
5374,1,SVA
5375,1,SVA
5376,1,SVA
5377,1,SVA
5378,1,SVA
5379,1,SVA
5380,1,SVA
5381,1,SVA
5382,1,SVA
5383,1,SVA
5384,1,SVA
5385,1,SVA
5386,1,SVA
5387,1,SVA
5388,1,SVA
5389,1,SVA
5390,1,SVA
5391,1,SVA
5392,1,SVA
5393,1,SVA
5394,1,SVA
5395,1,SVA
5396,1,SVA
5397,1,SVA
5398,1,SVA
5399,1,SVA
5400,1,SVA
5401,1,SVA
5402,1,SVA
5403,1,SVA
5404,1,SVA
5405,1,SVA
5406,1,SVA
5407,1,SVA
5408,1,SVA
5409,1,SVA
5410,1,SVA
5411,1,SVA
5412,1,SVA
5413,1,SVA
5414,1,SVA
5415,1,SVA
5416,1,SVA
5417,1,SVA
5418,1,SVA
5419,1,SVA
5420,1,SVA
5421,1,SVA
5422,1,SVA
5423,1,SVA
5424,1,SVA
5425,1,SVA
5426,1,SVA
5427,1,SVA
5428,1,SVA
5429,1,SVA
5430,1,SVA
5431,1,SVA
5432,1,SVA
5433,1,SVA
5434,1,SVA
5435,1,SVA
5436,1,SVA
5437,1,SVA
5438,1,SVA
5439,1,SVA
5440,1,SVA
5441,1,SVA
5442,1,SVA
5443,1,SVA
5444,1,SVA
5445,1,SVA
5446,1,SVA
5447,1,SVA
5448,1,SVA
5449,1,SVA
5450,1,SVA
5451,1,SVA
5452,1,SVA
5453,1,SVA
5454,1,SVA
5455,1,SVA
5456,1,SVA
5457,1,SVA
5458,1,SVA
5459,1,SVA
5460,1,SVA
5461,1,SVA
5462,1,SVA
5463,1,SVA
5464,1,SVA
5465,1,SVA
5466,1,SVA
5467,1,SVA
5468,1,SVA
5469,1,SVA
5470,1,SVA
5471,1,SVA
5472,1,SVA
5473,1,SVA
5474,1,SVA
5475,1,SVA
5476,1,SVA
5477,1,SVA
5478,1,SVA
5479,1,SVA
5480,1,SVA
5481,1,SVA
5482,1,SVA
5483,1,SVA
5484,1,SVA
5485,1,SVA
5486,1,SVA
5487,1,SVA
5488,1,SVA
5489,1,SVA
5490,1,SVA
5491,1,SVA
5492,1,SVA
5493,1,SVA
5494,1,SVA
5495,1,SVA
5496,1,SVA
5497,1,SVA
5498,1,SVA
5499,1,SVA
5500,1,SVA
5501,1,SVA
5502,1,SVA
5503,1,SVA
5504,1,SVA
5505,1,SVA
5506,1,SVA
5507,1,SVA
5508,1,SVA
5509,1,SVA
5510,1,SVA
5511,1,SVA
5512,1,SVA
5513,1,SVA
5514,1,SVA
5515,1,SVA
5516,1,SVA
5517,1,SVA
5518,1,SVA
5519,1,SVA
5520,1,SVA
5521,1,SVA
5522,1,SVA
5523,1,SVA
5524,1,SVA
5525,1,SVA
5526,1,SVA
5527,1,SVA
5528,1,SVA
5529,1,SVA
5530,1,SVA
5531,1,SVA
5532,1,SVA
5533,1,SVA
5534,1,SVA
5535,1,SVA
5536,1,SVA
5537,1,SVA
5538,1,SVA
5539,1,SVA
5540,1,SVA
5541,1,SVA
5542,1,SVA
5543,1,SVA
5544,1,SVA
5545,1,SVA
5546,1,SVA
5547,1,SVA
5548,1,SVA
5549,1,SVA
5550,1,SVA
5551,1,SVA
5552,1,SVA
5553,1,SVA
5554,1,SVA
5555,1,SVA
5556,1,SVA
5557,1,SVA
5558,1,SVA
5559,1,SVA
5560,1,SVA
5561,1,SVA
5562,1,SVA
5563,1,SVA
5564,1,SVA
5565,1,SVA
5566,1,SVA
5567,1,SVA
5568,1,SVA
5569,1,SVA
5570,1,SVA
5571,1,SVA
5572,1,SVA
5573,1,SVA
5574,1,SVA
5575,1,SVA
5576,1,SVA
5577,1,SVA
5578,1,SVA
5579,1,SVA
5580,1,SVA
5581,1,SVA
5582,1,SVA
5583,1,SVA
5584,1,SVA
5585,1,SVA
5586,1,SVA
5587,1,SVA
5588,1,SVA
5589,1,SVA
5590,1,SVA
5591,1,SVA
5592,1,SVA
5593,1,SVA
5594,1,SVA
5595,1,SVA
5596,1,SVA
5597,1,SVA
5598,1,SVA
5599,1,SVA
5600,1,SVA
5601,1,SVA
5602,1,SVA
5603,1,SVA
5604,1,SVA
5605,1,SVA
5606,1,SVA
5607,1,SVA
5608,1,SVA
5609,1,SVA
5610,1,SVA
5611,1,SVA
5612,1,SVA
5613,1,SVA
5614,1,SVA
5615,1,SVA
5616,1,SVA
5617,1,SVA
5618,1,SVA
5619,1,SVA
5620,1,SVA
5621,1,SVA
5622,1,SVA
5623,1,SVA
5624,1,SVA
5625,1,SVA
5626,1,SVA
5627,1,SVA
5628,1,SVA
5629,1,SVA
5630,1,SVA
5631,1,SVA
5632,1,SVA
5633,1,SVA
5634,1,SVA
5635,1,SVA
5636,1,SVA
5637,1,SVA
5638,1,SVA
5639,1,SVA
5640,1,SVA
5641,1,SVA
5642,1,SVA
5643,1,SVA
5644,1,SVA
5645,1,SVA
5646,1,SVA
5647,1,SVA
5648,1,SVA
5649,1,SVA
5650,1,SVA
5651,1,SVA
5652,1,SVA
5653,1,SVA
5654,1,SVA
5655,1,SVA
5656,1,SVA
5657,1,SVA
5658,1,SVA
5659,1,SVA
5660,1,SVA
5661,1,SVA
5662,1,SVA
5663,1,SVA
5664,1,SVA
5665,1,SVA
5666,1,SVA
5667,1,SVA
5668,1,SVA
5669,1,SVA
5670,1,SVA
5671,1,SVA
5672,1,SVA
5673,1,SVA
5674,1,SVA
5675,1,SVA
5676,1,SVA
5677,1,SVA
5678,1,SVA
5679,1,SVA
5680,1,SVA
5681,1,SVA
5682,1,SVA
5683,1,SVA
5684,1,SVA
5685,1,SVA
5686,1,SVA
5687,1,SVA
5688,1,SVA
5689,1,SVA
5690,1,SVA
5691,1,SVA
5692,1,SVA
5693,1,SVA
5694,1,SVA
5695,1,SVA
5696,1,SVA
5697,1,SVA
5698,1,SVA
5699,1,SVA
5700,1,SVA
5701,1,SVA
5702,1,SVA
5703,1,SVA
5704,1,SVA
5705,1,SVA
5706,1,SVA
5707,1,SVA
5708,1,SVA
5709,1,SVA
5710,1,SVA
5711,1,SVA
5712,1,SVA
5713,1,SVA
5714,1,SVA
5715,1,SVA
5716,1,SVA
5717,1,SVA
5718,1,SVA
5719,1,SVA
5720,1,SVA
5721,1,SVA
5722,1,SVA
5723,1,SVA
5724,1,SVA
5725,1,SVA
5726,1,SVA
5727,1,SVA
5728,1,SVA
5729,1,SVA
5730,1,SVA
5731,1,SVA
5732,1,SVA
5733,1,SVA
5734,1,SVA
5735,1,SVA
5736,1,SVA
5737,1,SVA
5738,1,SVA
6930,1,SVA
6931,1,SVA
6932,1,SVA
6933,1,SVA
6934,1,SVA
6935,1,SVA
6936,1,SVA
6937,1,SVA
6938,1,SVA
6939,1,SVA
6940,1,SVA
6941,1,SVA
6942,1,SVA
6943,1,SVA
6944,1,SVA
6945,1,SVA
6946,1,SVA
6947,1,SVA
6948,1,SVA
6949,1,SVA
6950,1,SVA
6951,1,SVA
6952,1,SVA
6953,1,SVA
6954,1,SVA
6955,1,SVA
6956,1,SVA
6957,1,SVA
6958,1,SVA
6959,1,SVA
6960,1,SVA
6961,1,SVA
6962,1,SVA
6963,1,SVA
6964,1,SVA
6965,1,SVA
6966,1,SVA
6967,1,SVA
6968,1,SVA
6969,1,SVA
6970,1,SVA
6971,1,SVA
6972,1,SVA
6973,1,SVA
6974,1,SVA
6975,1,SVA
6976,1,SVA
6977,1,SVA
6978,1,SVA
6979,1,SVA
6980,1,SVA
6981,1,SVA
6982,1,SVA
6983,1,SVA
6984,1,SVA
6985,1,SVA
6986,1,SVA
6987,1,SVA
6988,1,SVA
6989,1,SVA
6990,1,SVA
6991,1,SVA
6992,1,SVA
6993,1,SVA
6994,1,SVA
6995,1,SVA
6996,1,SVA
6997,1,SVA
6998,1,SVA
6999,1,SVA
7000,1,SVA
7001,1,SVA
7002,1,SVA
7003,1,SVA
7004,1,SVA
7005,1,SVA
7006,1,SVA
7007,1,SVA
7008,1,SVA
7009,1,SVA
7010,1,SVA
7011,1,SVA
7012,1,SVA
7013,1,SVA
7014,1,SVA
7015,1,SVA
7016,1,SVA
7017,1,SVA
7018,1,SVA
7019,1,SVA
7020,1,SVA
7021,1,SVA
7022,1,SVA
7023,1,SVA
7024,1,SVA
7025,1,SVA
7026,1,SVA
7027,1,SVA
7028,1,SVA
7029,1,SVA
7030,1,SVA
7031,1,SVA
7032,1,SVA
7033,1,SVA
7034,1,SVA
7035,1,SVA
7036,1,SVA
7037,1,SVA
7038,1,SVA
7039,1,SVA
7040,1,SVA
7041,1,SVA
7042,1,SVA
7043,1,SVA
7044,1,SVA
7045,1,SVA
7046,1,SVA
7047,1,SVA
7048,1,SVA
7049,1,SVA
7050,1,SVA
7051,1,SVA
7052,1,SVA
7053,1,SVA
7054,1,SVA
7055,1,SVA
7056,1,SVA
7057,1,SVA
7058,1,SVA
7059,1,SVA
7060,1,SVA
7061,1,SVA
7062,1,SVA
7063,1,SVA
7064,1,SVA
7065,1,SVA
7066,1,SVA
7067,1,SVA
7068,1,SVA
7069,1,SVA
7070,1,SVA
7071,1,SVA
7072,1,SVA
7073,1,SVA
7074,1,SVA
7075,1,SVA
7076,1,SVA
7077,1,SVA
7078,1,SVA
7079,1,SVA
7080,1,SVA
7081,1,SVA
7082,1,SVA
7083,1,SVA
7084,1,SVA
7085,1,SVA
7086,1,SVA
7087,1,SVA
7088,1,SVA
7089,1,SVA
7090,1,SVA
7091,1,SVA
7092,1,SVA
7093,1,SVA
7094,1,SVA
7095,1,SVA
7096,1,SVA
7097,1,SVA
7098,1,SVA
7099,1,SVA
7100,1,SVA
7101,1,SVA
7102,1,SVA
7103,1,SVA
7104,1,SVA
7105,1,SVA
7106,1,SVA
7107,1,SVA
7108,1,SVA
7109,1,SVA
7110,1,SVA
7111,1,SVA
7112,1,SVA
7113,1,SVA
7114,1,SVA
7115,1,SVA
7116,1,SVA
7117,1,SVA
7118,1,SVA
7119,1,SVA
7120,1,SVA
7121,1,SVA
7122,1,SVA
7123,1,SVA
7124,1,SVA
7125,1,SVA
7126,1,SVA
7127,1,SVA
7128,1,SVA
7129,1,SVA
7130,1,SVA
7131,1,SVA
7132,1,SVA
7133,1,SVA
7134,1,SVA
7135,1,SVA
7136,1,SVA
7137,1,SVA
7138,1,SVA
7139,1,SVA
7140,1,SVA
7141,1,SVA
7142,1,SVA
7143,1,SVA
7144,1,SVA
7145,1,SVA
7146,1,SVA
7147,1,SVA
7148,1,SVA
7149,1,SVA
7150,1,SVA
7151,1,SVA
7152,1,SVA
7153,1,SVA
7154,1,SVA
7155,1,SVA
7156,1,SVA
7157,1,SVA
7158,1,SVA
7159,1,SVA
7160,1,SVA
7161,1,SVA
7162,1,SVA
7163,1,SVA
7164,1,SVA
7165,1,SVA
7166,1,SVA
7167,1,SVA
7168,1,SVA
7169,1,SVA
7170,1,SVA
7171,1,SVA
7172,1,SVA
7173,1,SVA
7174,1,SVA
7175,1,SVA
7176,1,SVA
7177,1,SVA
7178,1,SVA
7179,1,SVA
7180,1,SVA
7181,1,SVA
7182,1,SVA
7183,1,SVA
7184,1,SVA
7185,1,SVA
7186,1,SVA
7187,1,SVA
7188,1,SVA
7189,1,SVA
7190,1,SVA
7191,1,SVA
7192,1,SVA
7193,1,SVA
7194,1,SVA
7195,1,SVA
7196,1,SVA
7197,1,SVA
7198,1,SVA
7199,1,SVA
7200,1,SVA
7201,1,SVA
7202,1,SVA
7203,1,SVA
7204,1,SVA
7205,1,SVA
7206,1,SVA
7207,1,SVA
7208,1,SVA
7209,1,SVA
7210,1,SVA
7211,1,SVA
7212,1,SVA
7213,1,SVA
7214,1,SVA
7215,1,SVA
7216,1,SVA
7217,1,SVA
7218,1,SVA
7219,1,SVA
7220,1,SVA
7221,1,SVA
7222,1,SVA
7223,1,SVA
7224,1,SVA
7225,1,SVA
7226,1,SVA
7227,1,SVA
7228,1,SVA
7229,1,SVA
7230,1,SVA
7231,1,SVA
7232,1,SVA
7233,1,SVA
7234,1,SVA
7235,1,SVA
7236,1,SVA
7237,1,SVA
7238,1,SVA
7239,1,SVA
7240,1,SVA
7241,1,SVA
7242,1,SVA
7243,1,SVA
7244,1,SVA
7245,1,SVA
7246,1,SVA
7247,1,SVA
7248,1,SVA
7249,1,SVA
7250,1,SVA
7251,1,SVA
7252,1,SVA
7253,1,SVA
7254,1,SVA
7255,1,SVA
7256,1,SVA
7257,1,SVA
7258,1,SVA
7259,1,SVA
7260,1,SVA
7261,1,SVA
7262,1,SVA
7263,1,SVA
7264,1,SVA
7265,1,SVA
7266,1,SVA
7267,1,SVA
7268,1,SVA
7269,1,SVA
7270,1,SVA
7271,1,SVA
7272,1,SVA
7273,1,SVA
7274,1,SVA
7275,1,SVA
7276,1,SVA
7277,1,SVA
7278,1,SVA
7279,1,SVA
7280,1,SVA
7281,1,SVA
7282,1,SVA
7283,1,SVA
7284,1,SVA
7285,1,SVA
7286,1,SVA
7287,1,SVA
7288,1,SVA
7289,1,SVA
7290,1,SVA
7291,1,SVA
7292,1,SVA
7293,1,SVA
7294,1,SVA
7295,1,SVA
7296,1,SVA
7297,1,SVA
7298,1,SVA
7299,1,SVA
7300,1,SVA
7301,1,SVA
7302,1,SVA
7303,1,SVA
7304,1,SVA
7305,1,SVA
7306,1,SVA
7307,1,SVA
7308,1,SVA
7309,1,SVA
7310,1,SVA
7311,1,SVA
7312,1,SVA
7313,1,SVA
7314,1,SVA
7315,1,SVA
7316,1,SVA
7317,1,SVA
7318,1,SVA
7319,1,SVA
7320,1,SVA
7321,1,SVA
7322,1,SVA
7323,1,SVA
7324,1,SVA
7325,1,SVA
7326,1,SVA
7327,1,SVA
7328,1,SVA
7329,1,SVA
7330,1,SVA
7331,1,SVA
7332,1,SVA
7333,1,SVA
7334,1,SVA
7335,1,SVA
7336,1,SVA
7337,1,SVA
7338,1,SVA
7339,1,SVA
7340,1,SVA
7341,1,SVA
7342,1,SVA
7343,1,SVA
7344,1,SVA
7345,1,SVA
7346,1,SVA
7347,1,SVA
7348,1,SVA
7349,1,SVA
7350,1,SVA
7351,1,SVA
7352,1,SVA
7353,1,SVA
7354,1,SVA
7355,1,SVA
7356,1,SVA
7357,1,SVA
7358,1,SVA
7359,1,SVA
7360,1,SVA
7361,1,SVA
7362,1,SVA
7363,1,SVA
7364,1,SVA
7365,1,SVA
7366,1,SVA
7367,1,SVA
7368,1,SVA
7369,1,SVA
7370,1,SVA
7371,1,SVA
7372,1,SVA
7373,1,SVA
7374,1,SVA
7375,1,SVA
7376,1,SVA
7377,1,SVA
7378,1,SVA
7379,1,SVA
7380,1,SVA
7381,1,SVA
7382,1,SVA
7383,1,SVA
7384,1,SVA
7385,1,SVA
7386,1,SVA
7387,1,SVA
7388,1,SVA
7389,1,SVA
7390,1,SVA
7391,1,SVA
7392,1,SVA
7393,1,SVA
7394,1,SVA
7395,1,SVA
7396,1,SVA
7397,1,SVA
7398,1,SVA
7399,1,SVA
7400,1,SVA
7401,1,SVA
7402,1,SVA
7403,1,SVA
7404,1,SVA
7405,1,SVA
7406,1,SVA
7407,1,SVA
7408,1,SVA
7409,1,SVA
7410,1,SVA
7411,1,SVA
7412,1,SVA
7413,1,SVA
7414,1,SVA
7415,1,SVA
7416,1,SVA
7417,1,SVA
7418,1,SVA
7419,1,SVA
7420,1,SVA
7421,1,SVA
7422,1,SVA
7423,1,SVA
7424,1,SVA
7425,1,SVA
7426,1,SVA
7427,1,SVA
7428,1,SVA
7429,1,SVA
7430,1,SVA
7431,1,SVA
7432,1,SVA
7433,1,SVA
7434,1,SVA
7435,1,SVA
7436,1,SVA
7437,1,SVA
7438,1,SVA
7439,1,SVA
7440,1,SVA
7441,1,SVA
7442,1,SVA
7443,1,SVA
7444,1,SVA
7445,1,SVA
7446,1,SVA
7447,1,SVA
7448,1,SVA
7449,1,SVA
7450,1,SVA
7451,1,SVA
7452,1,SVA
7453,1,SVA
7454,1,SVA
7455,1,SVA
7456,1,SVA
7457,1,SVA
7458,1,SVA
7459,1,SVA
7460,1,SVA
7461,1,SVA
7462,1,SVA
7463,1,SVA
7464,1,SVA
7465,1,SVA
7466,1,SVA
7467,1,SVA
7468,1,SVA
7469,1,SVA
7470,1,SVA
7471,1,SVA
7472,1,SVA
7473,1,SVA
7474,1,SVA
7475,1,SVA
7476,1,SVA
7477,1,SVA
7478,1,SVA
7479,1,SVA
7480,1,SVA
7481,1,SVA
7482,1,SVA
7483,1,SVA
7484,1,SVA
7485,1,SVA
7486,1,SVA
7487,1,SVA
7488,1,SVA
7489,1,SVA
7490,1,SVA
7491,1,SVA
7492,1,SVA
7493,1,SVA
7494,1,SVA
7495,1,SVA
7496,1,SVA
7497,1,SVA
7498,1,SVA
7499,1,SVA
7500,1,SVA
7501,1,SVA
7502,1,SVA
7503,1,SVA
7504,1,SVA
7505,1,SVA
7506,1,SVA
7507,1,SVA
7508,1,SVA
8494,1,SVA
8495,1,SVA
8496,1,SVA
8497,1,SVA
8498,1,SVA
8499,1,SVA
8500,1,SVA
8501,1,SVA
8502,1,SVA
8503,1,SVA
8504,1,SVA
8505,1,SVA
8506,1,SVA
8507,1,SVA
8508,1,SVA
8509,1,SVA
8510,1,SVA
8511,1,SVA
8512,1,SVA
8513,1,SVA
8514,1,SVA
8515,1,SVA
8516,1,SVA
8517,1,SVA
8518,1,SVA
8519,1,SVA
8520,1,SVA
8521,1,SVA
8522,1,SVA
8523,1,SVA
8524,1,SVA
8525,1,SVA
8526,1,SVA
8527,1,SVA
8528,1,SVA
8529,1,SVA
8530,1,SVA
8531,1,SVA
8532,1,SVA
8533,1,SVA
8534,1,SVA
8535,1,SVA
8536,1,SVA
8537,1,SVA
8538,1,SVA
8539,1,SVA
8540,1,SVA
8541,1,SVA
8542,1,SVA
8543,1,SVA
8544,1,SVA
8545,1,SVA
8546,1,SVA
8547,1,SVA
8548,1,SVA
8549,1,SVA
8550,1,SVA
8551,1,SVA
8552,1,SVA
8553,1,SVA
8554,1,SVA
8555,1,SVA
8556,1,SVA
8557,1,SVA
8558,1,SVA
8559,1,SVA
8560,1,SVA
8561,1,SVA
8562,1,SVA
8563,1,SVA
8564,1,SVA
8565,1,SVA
8566,1,SVA
8567,1,SVA
8568,1,SVA
8569,1,SVA
8570,1,SVA
8571,1,SVA
8572,1,SVA
8573,1,SVA
8574,1,SVA
8575,1,SVA
8576,1,SVA
8577,1,SVA
8578,1,SVA
8579,1,SVA
8580,1,SVA
8581,1,SVA
8582,1,SVA
8583,1,SVA
8584,1,SVA
8585,1,SVA
8586,1,SVA
8587,1,SVA
8588,1,SVA
8589,1,SVA
8590,1,SVA
8591,1,SVA
8592,1,SVA
8593,1,SVA
8594,1,SVA
8595,1,SVA
8596,1,SVA
8597,1,SVA
8598,1,SVA
8599,1,SVA
8600,1,SVA
8601,1,SVA
8602,1,SVA
8603,1,SVA
8604,1,SVA
8605,1,SVA
8606,1,SVA
8607,1,SVA
8608,1,SVA
8609,1,SVA
8610,1,SVA
8611,1,SVA
8612,1,SVA
8613,1,SVA
8614,1,SVA
8615,1,SVA
8616,1,SVA
8617,1,SVA
