t,sat,gss
8618,1,SVA
8619,1,SVA
8620,1,SVA
8621,1,SVA
8622,1,SVA
8623,1,SVA
8624,1,SVA
8625,1,SVA
8626,1,SVA
8627,1,SVA
8628,1,SVA
8629,1,SVA
8630,1,SVA
8631,1,SVA
8632,1,SVA
8633,1,SVA
8634,1,SVA
8635,1,SVA
8636,1,SVA
8637,1,SVA
8638,1,SVA
8639,1,SVA
8640,1,SVA
8641,1,SVA
8642,1,SVA
8643,1,SVA
8644,1,SVA
8645,1,SVA
8646,1,SVA
8647,1,SVA
8648,1,SVA
8649,1,SVA
8650,1,SVA
8651,1,SVA
8652,1,SVA
8653,1,SVA
8654,1,SVA
8655,1,SVA
8656,1,SVA
8657,1,SVA
8658,1,SVA
8659,1,SVA
8660,1,SVA
8661,1,SVA
8662,1,SVA
8663,1,SVA
8664,1,SVA
8665,1,SVA
8666,1,SVA
8667,1,SVA
8668,1,SVA
8669,1,SVA
8670,1,SVA
8671,1,SVA
8672,1,SVA
8673,1,SVA
8674,1,SVA
8675,1,SVA
8676,1,SVA
8677,1,SVA
8678,1,SVA
8679,1,SVA
8680,1,SVA
8681,1,SVA
8682,1,SVA
8683,1,SVA
8684,1,SVA
8685,1,SVA
8686,1,SVA
8687,1,SVA
8688,1,SVA
8689,1,SVA
8690,1,SVA
8691,1,SVA
8692,1,SVA
8693,1,SVA
8694,1,SVA
8695,1,SVA
8696,1,SVA
8697,1,SVA
8698,1,SVA
8699,1,SVA
8700,1,SVA
8701,1,SVA
8702,1,SVA
8703,1,SVA
8704,1,SVA
8705,1,SVA
8706,1,SVA
8707,1,SVA
8708,1,SVA
8709,1,SVA
8710,1,SVA
8711,1,SVA
8712,1,SVA
8713,1,SVA
8714,1,SVA
8715,1,SVA
8716,1,SVA
8717,1,SVA
8718,1,SVA
8719,1,SVA
8720,1,SVA
8721,1,SVA
8722,1,SVA
8723,1,SVA
8724,1,SVA
8725,1,SVA
8726,1,SVA
8727,1,SVA
8728,1,SVA
8729,1,SVA
8730,1,SVA
8731,1,SVA
8732,1,SVA
8733,1,SVA
8734,1,SVA
8735,1,SVA
8736,1,SVA
8737,1,SVA
8738,1,SVA
8739,1,SVA
8740,1,SVA
8741,1,SVA
8742,1,SVA
8743,1,SVA
8744,1,SVA
8745,1,SVA
8746,1,SVA
8747,1,SVA
8748,1,SVA
8749,1,SVA
8750,1,SVA
8751,1,SVA
8752,1,SVA
8753,1,SVA
8754,1,SVA
8755,1,SVA
8756,1,SVA
8757,1,SVA
8758,1,SVA
8759,1,SVA
8760,1,SVA
8761,1,SVA
8762,1,SVA
8763,1,SVA
8764,1,SVA
8765,1,SVA
8766,1,SVA
8767,1,SVA
8768,1,SVA
8769,1,SVA
8770,1,SVA
8771,1,SVA
8772,1,SVA
8773,1,SVA
8774,1,SVA
8775,1,SVA
8776,1,SVA
8777,1,SVA
8778,1,SVA
8779,1,SVA
8780,1,SVA
8781,1,SVA
8782,1,SVA
8783,1,SVA
8784,1,SVA
8785,1,SVA
8786,1,SVA
8787,1,SVA
8788,1,SVA
8789,1,SVA
8790,1,SVA
8791,1,SVA
8792,1,SVA
8793,1,SVA
8794,1,SVA
8795,1,SVA
8796,1,SVA
8797,1,SVA
8798,1,SVA
8799,1,SVA
8800,1,SVA
8801,1,SVA
8802,1,SVA
8803,1,SVA
8804,1,SVA
8805,1,SVA
8806,1,SVA
8807,1,SVA
8808,1,SVA
8809,1,SVA
8810,1,SVA
8811,1,SVA
8812,1,SVA
8813,1,SVA
8814,1,SVA
8815,1,SVA
8816,1,SVA
8817,1,SVA
8818,1,SVA
8819,1,SVA
8820,1,SVA
8821,1,SVA
8822,1,SVA
8823,1,SVA
8824,1,SVA
8825,1,SVA
8826,1,SVA
8827,1,SVA
8828,1,SVA
8829,1,SVA
8830,1,SVA
8831,1,SVA
8832,1,SVA
8833,1,SVA
8834,1,SVA
8835,1,SVA
8836,1,SVA
8837,1,SVA
8838,1,SVA
8839,1,SVA
8840,1,SVA
8841,1,SVA
8842,1,SVA
8843,1,SVA
8844,1,SVA
8845,1,SVA
8846,1,SVA
8847,1,SVA
8848,1,SVA
8849,1,SVA
8850,1,SVA
8851,1,SVA
8852,1,SVA
8853,1,SVA
8854,1,SVA
8855,1,SVA
8856,1,SVA
8857,1,SVA
8858,1,SVA
8859,1,SVA
8860,1,SVA
8861,1,SVA
8862,1,SVA
8863,1,SVA
8864,1,SVA
8865,1,SVA
8866,1,SVA
8867,1,SVA
8868,1,SVA
8869,1,SVA
8870,1,SVA
8871,1,SVA
8872,1,SVA
8873,1,SVA
8874,1,SVA
8875,1,SVA
8876,1,SVA
8877,1,SVA
8878,1,SVA
8879,1,SVA
8880,1,SVA
8881,1,SVA
8882,1,SVA
8883,1,SVA
8884,1,SVA
8885,1,SVA
8886,1,SVA
8887,1,SVA
8888,1,SVA
8889,1,SVA
8890,1,SVA
8891,1,SVA
8892,1,SVA
8893,1,SVA
8894,1,SVA
8895,1,SVA
8896,1,SVA
8897,1,SVA
8898,1,SVA
8899,1,SVA
8900,1,SVA
8901,1,SVA
8902,1,SVA
8903,1,SVA
8904,1,SVA
8905,1,SVA
8906,1,SVA
8907,1,SVA
8908,1,SVA
8909,1,SVA
8910,1,SVA
8911,1,SVA
8912,1,SVA
8913,1,SVA
8914,1,SVA
8915,1,SVA
8916,1,SVA
8917,1,SVA
8918,1,SVA
8919,1,SVA
8920,1,SVA
8921,1,SVA
8922,1,SVA
8923,1,SVA
8924,1,SVA
8925,1,SVA
8926,1,SVA
8927,1,SVA
8928,1,SVA
8929,1,SVA
8930,1,SVA
8931,1,SVA
8932,1,SVA
8933,1,SVA
8934,1,SVA
8935,1,SVA
8936,1,SVA
8937,1,SVA
8938,1,SVA
8939,1,SVA
8940,1,SVA
8941,1,SVA
8942,1,SVA
8943,1,SVA
8944,1,SVA
8945,1,SVA
8946,1,SVA
8947,1,SVA
8948,1,SVA
8949,1,SVA
8950,1,SVA
8951,1,SVA
8952,1,SVA
8953,1,SVA
8954,1,SVA
8955,1,SVA
8956,1,SVA
8957,1,SVA
8958,1,SVA
8959,1,SVA
8960,1,SVA
8961,1,SVA
8962,1,SVA
8963,1,SVA
8964,1,SVA
8965,1,SVA
8966,1,SVA
8967,1,SVA
8968,1,SVA
8969,1,SVA
8970,1,SVA
8971,1,SVA
8972,1,SVA
8973,1,SVA
8974,1,SVA
8975,1,SVA
8976,1,SVA
8977,1,SVA
8978,1,SVA
8979,1,SVA
8980,1,SVA
8981,1,SVA
8982,1,SVA
8983,1,SVA
8984,1,SVA
8985,1,SVA
8986,1,SVA
8987,1,SVA
8988,1,SVA
8989,1,SVA
8990,1,SVA
8991,1,SVA
8992,1,SVA
8993,1,SVA
8994,1,SVA
8995,1,SVA
8996,1,SVA
8997,1,SVA
8998,1,SVA
8999,1,SVA
9000,1,SVA
9001,1,SVA
9002,1,SVA
9003,1,SVA
9004,1,SVA
9005,1,SVA
9006,1,SVA
9007,1,SVA
9008,1,SVA
9009,1,SVA
9010,1,SVA
9011,1,SVA
9012,1,SVA
9013,1,SVA
9014,1,SVA
9015,1,SVA
9016,1,SVA
9017,1,SVA
9018,1,SVA
9019,1,SVA
9020,1,SVA
9021,1,SVA
9022,1,SVA
9023,1,SVA
9024,1,SVA
9025,1,SVA
9026,1,SVA
9027,1,SVA
9028,1,SVA
9029,1,SVA
9030,1,SVA
9031,1,SVA
9032,1,SVA
9033,1,SVA
9034,1,SVA
9035,1,SVA
9036,1,SVA
9037,1,SVA
9038,1,SVA
9039,1,SVA
9040,1,SVA
9041,1,SVA
9042,1,SVA
9043,1,SVA
9044,1,SVA
9045,1,SVA
9046,1,SVA
9047,1,SVA
9048,1,SVA
9049,1,SVA
9050,1,SVA
9051,1,SVA
9052,1,SVA
9053,1,SVA
9054,1,SVA
9055,1,SVA
9056,1,SVA
9057,1,SVA
9058,1,SVA
9059,1,SVA
9060,1,SVA
9061,1,SVA
9062,1,SVA
9063,1,SVA
9064,1,SVA
9065,1,SVA
9066,1,SVA
9067,1,SVA
9068,1,SVA
9069,1,SVA
9070,1,SVA
9071,1,SVA
9072,1,SVA
9073,1,SVA
9074,1,SVA
9075,1,SVA
9076,1,SVA
9077,1,SVA
9078,1,SVA
9079,1,SVA
9080,1,SVA
9081,1,SVA
9082,1,SVA
9083,1,SVA
9084,1,SVA
9085,1,SVA
9086,1,SVA
9087,1,SVA
9088,1,SVA
9089,1,SVA
9090,1,SVA
9091,1,SVA
9092,1,SVA
9093,1,SVA
9094,1,SVA
9095,1,SVA
9096,1,SVA
9097,1,SVA
9098,1,SVA
9099,1,SVA
9100,1,SVA
9101,1,SVA
9102,1,SVA
9103,1,SVA
9104,1,SVA
9105,1,SVA
9106,1,SVA
9107,1,SVA
9108,1,SVA
9109,1,SVA
9110,1,SVA
9111,1,SVA
9112,1,SVA
9113,1,SVA
9114,1,SVA
9115,1,SVA
9116,1,SVA
9117,1,SVA
9118,1,SVA
9119,1,SVA
9120,1,SVA
9121,1,SVA
9122,1,SVA
9123,1,SVA
9124,1,SVA
9125,1,SVA
9126,1,SVA
9127,1,SVA
9128,1,SVA
9129,1,SVA
9130,1,SVA
9131,1,SVA
9132,1,SVA
9133,1,SVA
9134,1,SVA
9135,1,SVA
9136,1,SVA
9137,1,SVA
9138,1,SVA
9139,1,SVA
9140,1,SVA
9141,1,SVA
9142,1,SVA
9143,1,SVA
9144,1,SVA
9145,1,SVA
9146,1,SVA
9147,1,SVA
9148,1,SVA
9149,1,SVA
9150,1,SVA
9151,1,SVA
9152,1,SVA
9153,1,SVA
9154,1,SVA
9155,1,SVA
9156,1,SVA
9157,1,SVA
9158,1,SVA
9159,1,SVA
9160,1,SVA
9161,1,SVA
9162,1,SVA
9163,1,SVA
9164,1,SVA
9165,1,SVA
9166,1,SVA
9167,1,SVA
9168,1,SVA
9169,1,SVA
9170,1,SVA
9171,1,SVA
9172,1,SVA
9173,1,SVA
9174,1,SVA
9175,1,SVA
9176,1,SVA
9177,1,SVA
9178,1,SVA
9179,1,SVA
9180,1,SVA
9181,1,SVA
9182,1,SVA
9183,1,SVA
10317,1,SVA
10318,1,SVA
10319,1,SVA
10320,1,SVA
10321,1,SVA
10322,1,SVA
10323,1,SVA
10324,1,SVA
10325,1,SVA
10326,1,SVA
10327,1,SVA
10328,1,SVA
10329,1,SVA
10330,1,SVA
10331,1,SVA
10332,1,SVA
10333,1,SVA
10334,1,SVA
10335,1,SVA
10336,1,SVA
10337,1,SVA
10338,1,SVA
10339,1,SVA
10340,1,SVA
10341,1,SVA
10342,1,SVA
10343,1,SVA
10344,1,SVA
10345,1,SVA
10346,1,SVA
10347,1,SVA
10348,1,SVA
10349,1,SVA
10350,1,SVA
10351,1,SVA
10352,1,SVA
10353,1,SVA
10354,1,SVA
10355,1,SVA
10356,1,SVA
10357,1,SVA
10358,1,SVA
10359,1,SVA
10360,1,SVA
10361,1,SVA
10362,1,SVA
10363,1,SVA
10364,1,SVA
10365,1,SVA
10366,1,SVA
10367,1,SVA
10368,1,SVA
10369,1,SVA
10370,1,SVA
10371,1,SVA
10372,1,SVA
10373,1,SVA
10374,1,SVA
10375,1,SVA
10376,1,SVA
10377,1,SVA
10378,1,SVA
10379,1,SVA
10380,1,SVA
10381,1,SVA
10382,1,SVA
10383,1,SVA
10384,1,SVA
10385,1,SVA
10386,1,SVA
10387,1,SVA
10388,1,SVA
10389,1,SVA
10390,1,SVA
10391,1,SVA
10392,1,SVA
10393,1,SVA
10394,1,SVA
10395,1,SVA
10396,1,SVA
10397,1,SVA
10398,1,SVA
10399,1,SVA
10400,1,SVA
10401,1,SVA
10402,1,SVA
10403,1,SVA
10404,1,SVA
10405,1,SVA
10406,1,SVA
10407,1,SVA
10408,1,SVA
10409,1,SVA
10410,1,SVA
10411,1,SVA
10412,1,SVA
10413,1,SVA
10414,1,SVA
10415,1,SVA
10416,1,SVA
10417,1,SVA
10418,1,SVA
10419,1,SVA
10420,1,SVA
10421,1,SVA
10422,1,SVA
10423,1,SVA
10424,1,SVA
10425,1,SVA
10426,1,SVA
10427,1,SVA
10428,1,SVA
10429,1,SVA
10430,1,SVA
10431,1,SVA
10432,1,SVA
10433,1,SVA
10434,1,SVA
10435,1,SVA
10436,1,SVA
10437,1,SVA
10438,1,SVA
10439,1,SVA
10440,1,SVA
10441,1,SVA
10442,1,SVA
10443,1,SVA
10444,1,SVA
10445,1,SVA
10446,1,SVA
10447,1,SVA
10448,1,SVA
10449,1,SVA
10450,1,SVA
10451,1,SVA
10452,1,SVA
10453,1,SVA
10454,1,SVA
10455,1,SVA
10456,1,SVA
10457,1,SVA
10458,1,SVA
10459,1,SVA
10460,1,SVA
10461,1,SVA
10462,1,SVA
10463,1,SVA
10464,1,SVA
10465,1,SVA
10466,1,SVA
10467,1,SVA
10468,1,SVA
10469,1,SVA
10470,1,SVA
10471,1,SVA
10472,1,SVA
10473,1,SVA
10474,1,SVA
10475,1,SVA
10476,1,SVA
10477,1,SVA
10478,1,SVA
10479,1,SVA
10480,1,SVA
10481,1,SVA
10482,1,SVA
10483,1,SVA
10484,1,SVA
10485,1,SVA
10486,1,SVA
10487,1,SVA
10488,1,SVA
10489,1,SVA
10490,1,SVA
10491,1,SVA
10492,1,SVA
10493,1,SVA
10494,1,SVA
10495,1,SVA
10496,1,SVA
10497,1,SVA
10498,1,SVA
10499,1,SVA
10500,1,SVA
10501,1,SVA
10502,1,SVA
10503,1,SVA
10504,1,SVA
10505,1,SVA
10506,1,SVA
10507,1,SVA
10508,1,SVA
10509,1,SVA
10510,1,SVA
10511,1,SVA
10512,1,SVA
10513,1,SVA
10514,1,SVA
10515,1,SVA
10516,1,SVA
10517,1,SVA
10518,1,SVA
10519,1,SVA
10520,1,SVA
10521,1,SVA
10522,1,SVA
10523,1,SVA
10524,1,SVA
10525,1,SVA
10526,1,SVA
10527,1,SVA
10528,1,SVA
10529,1,SVA
10530,1,SVA
10531,1,SVA
10532,1,SVA
10533,1,SVA
10534,1,SVA
10535,1,SVA
10536,1,SVA
10537,1,SVA
10538,1,SVA
10539,1,SVA
10540,1,SVA
10541,1,SVA
10542,1,SVA
10543,1,SVA
10544,1,SVA
10545,1,SVA
10546,1,SVA
10547,1,SVA
10548,1,SVA
10549,1,SVA
10550,1,SVA
10551,1,SVA
10552,1,SVA
10553,1,SVA
10554,1,SVA
10555,1,SVA
10556,1,SVA
10557,1,SVA
10558,1,SVA
10559,1,SVA
10560,1,SVA
10561,1,SVA
10562,1,SVA
10563,1,SVA
10564,1,SVA
10565,1,SVA
10566,1,SVA
10567,1,SVA
10568,1,SVA
10569,1,SVA
10570,1,SVA
10571,1,SVA
10572,1,SVA
10573,1,SVA
10574,1,SVA
10575,1,SVA
10576,1,SVA
10577,1,SVA
10578,1,SVA
10579,1,SVA
10580,1,SVA
10581,1,SVA
10582,1,SVA
10583,1,SVA
10584,1,SVA
10585,1,SVA
10586,1,SVA
10587,1,SVA
10588,1,SVA
10589,1,SVA
10590,1,SVA
10591,1,SVA
10592,1,SVA
10593,1,SVA
10594,1,SVA
10595,1,SVA
10596,1,SVA
10597,1,SVA
10598,1,SVA
10599,1,SVA
10600,1,SVA
10601,1,SVA
10602,1,SVA
10603,1,SVA
10604,1,SVA
10605,1,SVA
10606,1,SVA
10607,1,SVA
10608,1,SVA
10609,1,SVA
10610,1,SVA
10611,1,SVA
10612,1,SVA
10613,1,SVA
10614,1,SVA
10615,1,SVA
10616,1,SVA
10617,1,SVA
10618,1,SVA
10619,1,SVA
10620,1,SVA
10621,1,SVA
10622,1,SVA
10623,1,SVA
10624,1,SVA
10625,1,SVA
10626,1,SVA
10627,1,SVA
10628,1,SVA
10629,1,SVA
10630,1,SVA
10631,1,SVA
10632,1,SVA
10633,1,SVA
10634,1,SVA
10635,1,SVA
10636,1,SVA
10637,1,SVA
10638,1,SVA
10639,1,SVA
10640,1,SVA
10641,1,SVA
10642,1,SVA
10643,1,SVA
10644,1,SVA
10645,1,SVA
10646,1,SVA
10647,1,SVA
10648,1,SVA
10649,1,SVA
10650,1,SVA
10651,1,SVA
10652,1,SVA
10653,1,SVA
10654,1,SVA
10655,1,SVA
10656,1,SVA
10657,1,SVA
10658,1,SVA
10659,1,SVA
10660,1,SVA
10661,1,SVA
10662,1,SVA
10663,1,SVA
10664,1,SVA
10665,1,SVA
10666,1,SVA
10667,1,SVA
10668,1,SVA
10669,1,SVA
10670,1,SVA
10671,1,SVA
10672,1,SVA
10673,1,SVA
10674,1,SVA
10675,1,SVA
10676,1,SVA
10677,1,SVA
10678,1,SVA
10679,1,SVA
10680,1,SVA
10681,1,SVA
10682,1,SVA
10683,1,SVA
10684,1,SVA
10685,1,SVA
10686,1,SVA
10687,1,SVA
10688,1,SVA
10689,1,SVA
10690,1,SVA
10691,1,SVA
10692,1,SVA
10693,1,SVA
10694,1,SVA
10695,1,SVA
10696,1,SVA
10697,1,SVA
10698,1,SVA
10699,1,SVA
10700,1,SVA
10701,1,SVA
10702,1,SVA
10703,1,SVA
10704,1,SVA
10705,1,SVA
10706,1,SVA
10707,1,SVA
10708,1,SVA
10709,1,SVA
10710,1,SVA
10711,1,SVA
10712,1,SVA
10713,1,SVA
10714,1,SVA
10715,1,SVA
10716,1,SVA
10717,1,SVA
10718,1,SVA
10719,1,SVA
10720,1,SVA
10721,1,SVA
10722,1,SVA
10723,1,SVA
10724,1,SVA
10725,1,SVA
10726,1,SVA
10727,1,SVA
10728,1,SVA
10729,1,SVA
10730,1,SVA
10731,1,SVA
10732,1,SVA
10733,1,SVA
10734,1,SVA
10735,1,SVA
10736,1,SVA
10737,1,SVA
10738,1,SVA
10739,1,SVA
10740,1,SVA
10741,1,SVA
10742,1,SVA
10743,1,SVA
10744,1,SVA
10745,1,SVA
10746,1,SVA
10747,1,SVA
10748,1,SVA
10749,1,SVA
10750,1,SVA
10751,1,SVA
10752,1,SVA
10753,1,SVA
10754,1,SVA
10755,1,SVA
10756,1,SVA
10757,1,SVA
10758,1,SVA
10759,1,SVA
10760,1,SVA
10761,1,SVA
10762,1,SVA
10763,1,SVA
10764,1,SVA
10765,1,SVA
10766,1,SVA
10767,1,SVA
10768,1,SVA
10769,1,SVA
10770,1,SVA
10771,1,SVA
10772,1,SVA
10773,1,SVA
10774,1,SVA
10775,1,SVA
10776,1,SVA
10777,1,SVA
10778,1,SVA
10779,1,SVA
10780,1,SVA
10781,1,SVA
10782,1,SVA
10783,1,SVA
10784,1,SVA
10785,1,SVA
10786,1,SVA
10787,1,SVA
10788,1,SVA
10789,1,SVA
10790,1,SVA
10791,1,SVA
10792,1,SVA
10793,1,SVA
10794,1,SVA
10795,1,SVA
10796,1,SVA
10797,1,SVA
10798,1,SVA
10799,1,SVA
10800,1,SVA
10801,1,SVA
10802,1,SVA
10803,1,SVA
10804,1,SVA
10805,1,SVA
10806,1,SVA
10807,1,SVA
10808,1,SVA
10809,1,SVA
10810,1,SVA
10811,1,SVA
10812,1,SVA
10813,1,SVA
10814,1,SVA
11906,1,SVA
11907,1,SVA
11908,1,SVA
11909,1,SVA
11910,1,SVA
11911,1,SVA
11912,1,SVA
11913,1,SVA
11914,1,SVA
11915,1,SVA
11916,1,SVA
11917,1,SVA
11918,1,SVA
11919,1,SVA
11920,1,SVA
11921,1,SVA
11922,1,SVA
11923,1,SVA
11924,1,SVA
11925,1,SVA
11926,1,SVA
11927,1,SVA
11928,1,SVA
11929,1,SVA
11930,1,SVA
11931,1,SVA
11932,1,SVA
11933,1,SVA
11934,1,SVA
11935,1,SVA
11936,1,SVA
11937,1,SVA
11938,1,SVA
11939,1,SVA
11940,1,SVA
11941,1,SVA
11942,1,SVA
11943,1,SVA
11944,1,SVA
11945,1,SVA
11946,1,SVA
11947,1,SVA
11948,1,SVA
11949,1,SVA
11950,1,SVA
11951,1,SVA
11952,1,SVA
11953,1,SVA
11954,1,SVA
11955,1,SVA
11956,1,SVA
11957,1,SVA
11958,1,SVA
11959,1,SVA
11960,1,SVA
11961,1,SVA
11962,1,SVA
11963,1,SVA
11964,1,SVA
11965,1,SVA
11966,1,SVA
11967,1,SVA
11968,1,SVA
11969,1,SVA
11970,1,SVA
11971,1,SVA
11972,1,SVA
11973,1,SVA
11974,1,SVA
11975,1,SVA
11976,1,SVA
11977,1,SVA
11978,1,SVA
11979,1,SVA
11980,1,SVA
11981,1,SVA
11982,1,SVA
11983,1,SVA
11984,1,SVA
11985,1,SVA
11986,1,SVA
11987,1,SVA
11988,1,SVA
11989,1,SVA
11990,1,SVA
11991,1,SVA
11992,1,SVA
11993,1,SVA
11994,1,SVA
11995,1,SVA
11996,1,SVA
11997,1,SVA
11998,1,SVA
11999,1,SVA
12000,1,SVA
12001,1,SVA
12002,1,SVA
12003,1,SVA
12004,1,SVA
12005,1,SVA
12006,1,SVA
12007,1,SVA
12008,1,SVA
12009,1,SVA
12010,1,SVA
12011,1,SVA
12012,1,SVA
12013,1,SVA
12014,1,SVA
12015,1,SVA
12016,1,SVA
12017,1,SVA
12018,1,SVA
12019,1,SVA
12020,1,SVA
12021,1,SVA
12022,1,SVA
12023,1,SVA
12024,1,SVA
12025,1,SVA
12026,1,SVA
12027,1,SVA
12028,1,SVA
12029,1,SVA
12030,1,SVA
12031,1,SVA
12032,1,SVA
12033,1,SVA
12034,1,SVA
12035,1,SVA
12036,1,SVA
12037,1,SVA
12038,1,SVA
12039,1,SVA
12040,1,SVA
12041,1,SVA
12042,1,SVA
12043,1,SVA
12044,1,SVA
12045,1,SVA
12046,1,SVA
12047,1,SVA
12048,1,SVA
12049,1,SVA
12050,1,SVA
12051,1,SVA
12052,1,SVA
12053,1,SVA
12054,1,SVA
12055,1,SVA
12056,1,SVA
12057,1,SVA
12058,1,SVA
12059,1,SVA
12060,1,SVA
12061,1,SVA
12062,1,SVA
12063,1,SVA
12064,1,SVA
12065,1,SVA
12066,1,SVA
12067,1,SVA
12068,1,SVA
12069,1,SVA
12070,1,SVA
12071,1,SVA
12072,1,SVA
12073,1,SVA
12074,1,SVA
12075,1,SVA
12076,1,SVA
12077,1,SVA
12078,1,SVA
12079,1,SVA
12080,1,SVA
12081,1,SVA
12082,1,SVA
12083,1,SVA
12084,1,SVA
12085,1,SVA
12086,1,SVA
12087,1,SVA
12088,1,SVA
12089,1,SVA
12090,1,SVA
12091,1,SVA
12092,1,SVA
12093,1,SVA
12094,1,SVA
12095,1,SVA
12096,1,SVA
12097,1,SVA
12098,1,SVA
12099,1,SVA
12100,1,SVA
12101,1,SVA
12102,1,SVA
12103,1,SVA
12104,1,SVA
12105,1,SVA
12106,1,SVA
12107,1,SVA
12108,1,SVA
12109,1,SVA
12110,1,SVA
12111,1,SVA
12112,1,SVA
12113,1,SVA
12114,1,SVA
12115,1,SVA
12116,1,SVA
12117,1,SVA
12118,1,SVA
12119,1,SVA
12120,1,SVA
12121,1,SVA
12122,1,SVA
12123,1,SVA
12124,1,SVA
12125,1,SVA
12126,1,SVA
12127,1,SVA
12128,1,SVA
12129,1,SVA
12130,1,SVA
12131,1,SVA
12132,1,SVA
12133,1,SVA
12134,1,SVA
12135,1,SVA
12136,1,SVA
12137,1,SVA
12138,1,SVA
12139,1,SVA
12140,1,SVA
12141,1,SVA
12142,1,SVA
12143,1,SVA
12144,1,SVA
12145,1,SVA
12146,1,SVA
12147,1,SVA
12148,1,SVA
12149,1,SVA
12150,1,SVA
12151,1,SVA
12152,1,SVA
12153,1,SVA
12154,1,SVA
12155,1,SVA
12156,1,SVA
12157,1,SVA
12158,1,SVA
12159,1,SVA
12160,1,SVA
12161,1,SVA
12162,1,SVA
12163,1,SVA
12164,1,SVA
12165,1,SVA
12166,1,SVA
12167,1,SVA
12168,1,SVA
12169,1,SVA
12170,1,SVA
12171,1,SVA
12172,1,SVA
12173,1,SVA
12174,1,SVA
12175,1,SVA
12176,1,SVA
12177,1,SVA
12178,1,SVA
12179,1,SVA
12180,1,SVA
12181,1,SVA
12182,1,SVA
12183,1,SVA
12184,1,SVA
12185,1,SVA
12186,1,SVA
12187,1,SVA
12188,1,SVA
12189,1,SVA
12190,1,SVA
12191,1,SVA
12192,1,SVA
12193,1,SVA
12194,1,SVA
12195,1,SVA
12196,1,SVA
12197,1,SVA
12198,1,SVA
12199,1,SVA
12200,1,SVA
12201,1,SVA
12202,1,SVA
12203,1,SVA
12204,1,SVA
12205,1,SVA
12206,1,SVA
12207,1,SVA
12208,1,SVA
12209,1,SVA
12210,1,SVA
12211,1,SVA
12212,1,SVA
12213,1,SVA
12214,1,SVA
12215,1,SVA
12216,1,SVA
12217,1,SVA
12218,1,SVA
12219,1,SVA
12220,1,SVA
12221,1,SVA
12222,1,SVA
12223,1,SVA
12224,1,SVA
12225,1,SVA
12226,1,SVA
12227,1,SVA
12228,1,SVA
12229,1,SVA
12230,1,SVA
12231,1,SVA
12232,1,SVA
12233,1,SVA
12234,1,SVA
12235,1,SVA
12236,1,SVA
12237,1,SVA
12238,1,SVA
12239,1,SVA
12240,1,SVA
12241,1,SVA
12242,1,SVA
12243,1,SVA
12244,1,SVA
12245,1,SVA
12246,1,SVA
12247,1,SVA
12248,1,SVA
12249,1,SVA
12250,1,SVA
12251,1,SVA
12252,1,SVA
12253,1,SVA
12254,1,SVA
12255,1,SVA
12256,1,SVA
12257,1,SVA
12258,1,SVA
12259,1,SVA
12260,1,SVA
12261,1,SVA
12262,1,SVA
12263,1,SVA
12264,1,SVA
12265,1,SVA
12266,1,SVA
12267,1,SVA
12268,1,SVA
12269,1,SVA
12270,1,SVA
12271,1,SVA
12272,1,SVA
12273,1,SVA
12274,1,SVA
12275,1,SVA
12276,1,SVA
12277,1,SVA
12278,1,SVA
12279,1,SVA
12280,1,SVA
12281,1,SVA
12282,1,SVA
12283,1,SVA
12284,1,SVA
12285,1,SVA
12286,1,SVA
12287,1,SVA
12288,1,SVA
12289,1,SVA
12290,1,SVA
12291,1,SVA
12292,1,SVA
12293,1,SVA
12294,1,SVA
12295,1,SVA
12296,1,SVA
12297,1,SVA
12298,1,SVA
12299,1,SVA
12300,1,SVA
12301,1,SVA
12302,1,SVA
12303,1,SVA
12304,1,SVA
12305,1,SVA
12306,1,SVA
12307,1,SVA
12308,1,SVA
12309,1,SVA
12310,1,SVA
12311,1,SVA
12312,1,SVA
12313,1,SVA
12314,1,SVA
12315,1,SVA
12316,1,SVA
12317,1,SVA
12318,1,SVA
12319,1,SVA
12320,1,SVA
12321,1,SVA
12322,1,SVA
12323,1,SVA
12324,1,SVA
12325,1,SVA
12326,1,SVA
12327,1,SVA
12328,1,SVA
12329,1,SVA
12330,1,SVA
12331,1,SVA
12332,1,SVA
12333,1,SVA
12334,1,SVA
12335,1,SVA
12336,1,SVA
12337,1,SVA
12338,1,SVA
12339,1,SVA
12340,1,SVA
12341,1,SVA
12342,1,SVA
12343,1,SVA
12344,1,SVA
12345,1,SVA
12346,1,SVA
12347,1,SVA
12348,1,SVA
12349,1,SVA
12350,1,SVA
12351,1,SVA
12352,1,SVA
12353,1,SVA
12354,1,SVA
12355,1,SVA
12356,1,SVA
12357,1,SVA
12358,1,SVA
12359,1,SVA
12360,1,SVA
12361,1,SVA
12362,1,SVA
12363,1,SVA
12364,1,SVA
12365,1,SVA
12366,1,SVA
12367,1,SVA
12368,1,SVA
12369,1,SVA
12370,1,SVA
12371,1,SVA
12372,1,SVA
12373,1,SVA
12374,1,SVA
12375,1,SVA
12376,1,SVA
12377,1,SVA
12378,1,SVA
12379,1,SVA
12380,1,SVA
12381,1,SVA
12382,1,SVA
12383,1,SVA
12384,1,SVA
12385,1,SVA
12386,1,SVA
12387,1,SVA
12388,1,SVA
12389,1,SVA
12390,1,SVA
12391,1,SVA
12392,1,SVA
12393,1,SVA
12394,1,SVA
12395,1,SVA
